"city, state_name",utm easting,utm northing,zone number,zone letter,population,density
"Little Ferry, New Jersey",581026.4446032707,4522139.670252006,18,T,10739,2807
"Muskegon Heights, Michigan",561580.2663545333,4783570.235976951,16,T,10736,1301
"Mapleton, Utah",451071.3650043968,4441100.978932624,12,T,10731,310
"Fruitland Park, Florida",410367.0472270866,3192821.9583813706,17,R,10730,702
"Rochelle, Illinois",328911.4572855898,4642896.920560319,16,T,10723.0,266
"Browns Mills, New Jersey",536812.7416386213,4424927.1556573715,18,S,10719,770
"Gig Harbor, Washington",530491.4157091936,5242504.849331967,10,T,10717,701
"Isabela, Puerto Rico",708832.6407408741,2046549.5240222248,19,Q,10708,1580
"Crestwood, Illinois",438409.00198802166,4610670.781753619,16,T,10706,1356
"Rosaryville, Maryland",341308.644502303,4292527.2331564,18,S,10705,449
"Farmersville, California",301726.32955100876,4020074.533279286,11,S,10703,1844
"Naranja, Florida",558070.2457587861,2822256.135291982,17,R,10702,2759
"Darby, Pennsylvania",477686.9059162591,4419021.677851969,18,S,10702,4906
"Smithfield, Virginia",356145.2420950809,4093363.9477234357,18,S,10702.0,347
"Garden Acres, California",655519.0555992194,4203265.797678841,10,S,10701,1598
"Scottdale, Georgia",753361.5547076028,3742793.3928514323,16,S,10698,1234
"Sweet Home, Oregon",523666.15474201995,4916599.942400596,10,T,10697.0,726
"DeForest, Wisconsin",309679.8981577889,4789034.42046527,16,T,10691,504
"Cleveland, Texas",298789.65811190614,3358029.8260394796,15,R,10690.0,167
"Avon Park, Florida",449854.5043441826,3051977.5174411354,17,R,10689,423
"Lawrenceburg, Tennessee",469751.2274469233,3900785.0725858146,16,S,10688.0,336
"Raceland, Louisiana",728634.9422873497,3291007.9169248445,15,R,10686,191
"Bothell East, Washington",561059.684244288,5295104.702704772,10,T,10682,1967
"Spencer, Iowa",324895.6128203512,4779367.7584855,15,T,10678.0,386
"Pike Creek Valley, Delaware",440072.9044333631,4397979.919587156,18,S,10664,1594
"Hornell, New York",280578.7582177177,4690207.779492388,18,T,10661.0,977
"Pacific, Missouri",695901.9266578476,4261519.498909675,15,S,10661.0,469
"Newcastle, Oklahoma",627400.026141669,3900601.378503855,14,S,10655,68
"Ketchikan, Alaska",330752.18340102956,6137608.423904306,9,U,10652.0,838
"Alamosa, Colorado",422464.2196399122,4147939.8865115386,13,S,10652.0,492
"Bacliff, Texas",307302.65915273875,3265883.553509709,15,R,10649,1502
"Lansdowne, Pennsylvania",476420.3742370896,4421223.092450571,18,S,10647,3479
"Toccoa, Georgia",286687.3052540317,3829003.7572122426,17,S,10647.0,338
"Trinity, Florida",337231.8155179708,3118354.3141454547,17,R,10646,918
"Brooklyn, Ohio",437356.758865106,4587308.176665645,17,T,10646,967
"Highland City, Florida",413631.8511290451,3093447.28518051,17,R,10641,526
"Millington, Tennessee",236497.515564946,3914051.842988284,16,S,10641,183
"Georgetown, Delaware",466325.52461583173,4282381.013926235,18,S,10638.0,581
"Ogdensburg, New York",462634.98919751646,4950710.805303048,18,T,10638.0,813
"Wyomissing, Pennsylvania",417576.98445201764,4465025.45348258,18,T,10635,910
"Petal, Mississippi",287300.89414609224,3470296.590118886,16,R,10632,244
"Anderson, California",559782.2047074342,4477910.090526539,10,T,10630,583
"Monroe, Wisconsin",283578.92095452617,4720104.189570455,16,T,10619.0,727
"Atchison, Kansas",316445.1656415638,4381381.31600782,15,S,10613.0,504
"Park Forest Village, Pennsylvania",254644.1680421863,4520582.033846516,18,T,10610,1648
"Burtonsville, Maryland",332661.8752809349,4331499.594232622,18,S,10604,522
"Cheval, Florida",350889.0680467519,3114296.8566107103,17,R,10603,687
"Fort Bliss, Texas",366363.49431189,3520654.1523263664,13,R,10602,658
"Maynard, Massachusetts",297949.59260288015,4700043.276752779,19,T,10600,785
"Lake Stickney, Washington",555368.0132085317,5302216.780864915,10,T,10584,2672
"North Lindenhurst, New York",636349.9617949771,4507507.082975537,18,T,10584,2116
"Panthersville, Georgia",752418.8419015836,3732878.325412198,16,S,10581,1114
"Van Wert, Ohio",703283.4053639541,4526571.525239754,16,T,10579.0,541
"Norton, Virginia",355171.78051955794,4088497.5262833782,17,S,10570.0,205
"Fairfield, Alabama",507488.73931841034,3703917.145294614,16,S,10568,1175
"Greencastle, Indiana",513565.3682939405,4388157.973086022,16,S,10567.0,756
"Covington, Louisiana",777226.6120022004,3375609.5422172127,15,R,10564,505
"Myrtle Grove, North Carolina",234066.73547513288,3779549.759477204,18,S,10563,608
"Three Rivers, Michigan",613713.7923957203,4644746.304759662,16,T,10560.0,545
"Kapaa, Hawaii",463689.3243294344,2442941.385325461,4,Q,10544,405
"Morro Bay, California",695496.3002203122,3915990.7749583498,10,S,10543,764
"Lowell, Indiana",464967.6846496541,4571268.166717801,16,T,10541.0,614
"Paris, Tennessee",382682.90505224257,4017283.4178234856,16,S,10536.0,300
"Ironton, Ohio",353767.9440264733,4266167.022383115,17,S,10532,977
"Saddlebrooke, Arizona",513314.90193318145,3600135.7613583663,12,S,10530,139
"Milton, Florida",494997.4623820444,3388443.828622405,16,R,10523,730
"Tanaina, Alaska",371459.9038176887,6838255.930494467,6,V,10520,133
"Gateway, Florida",425781.18450925365,2940178.0633321228,17,R,10513,722
"Columbia, Illinois",742956.207410409,4260317.390605015,15,S,10513,393
"Roscoe, Illinois",334787.16855417914,4698985.665570766,16,T,10510,395
"Arkadelphia, Arkansas",493314.64372397267,3776073.683927766,15,S,10503.0,560
"Little Canada, Minnesota",493201.12741460686,4985664.559121943,15,T,10501,1040
"Massena, New York",508498.85475203383,4975091.108011793,18,T,10500.0,870
"Wapakoneta, Ohio",737755.4570494244,4494405.23271736,16,T,10500.0,585
"Alpine, Utah",434515.21127309155,4479423.108094733,12,T,10498,509
"West Perrine, Florida",563871.0283653961,2832216.3219227307,17,R,10491,2315
"Farmington, Michigan",304450.8467041422,4703747.842499306,17,T,10491,1520
"Exeter, California",307301.9457738069,4018694.7435434544,11,S,10485,1643
"Bernalillo, New Mexico",358757.98700105434,3908828.329842702,13,S,10477,827
"Point Pleasant, West Virginia",401921.6364337822,4301059.872223565,17,S,10473.0,649
"Cape Canaveral, Florida",538695.6426081554,3140834.9050568817,17,R,10470,1819
"Jacinto City, Texas",283327.8879813281,3294994.317760146,15,R,10466,2181
"Worth, Illinois",434121.75091066945,4615405.535457464,16,T,10466,1705
"Portage, Wisconsin",300811.8004954782,4824726.137102107,16,T,10465.0,450
"Bedford Heights, Ohio",457764.0998558301,4583751.852077127,17,T,10460,888
"Woodmere, Louisiana",782587.4628656758,3305678.756735325,15,R,10458,1105
"Lake Arbor, Maryland",341332.7742172985,4308047.992975438,18,S,10456,1288
"Star, Idaho",540819.4418190097,4838822.441351697,11,T,10454.0,579
"Fox Lake, Illinois",402563.87305702997,4697522.541520353,16,T,10451,515
"Fountain Inn, South Carolina",390105.37759804016,3840363.6203038553,17,S,10441,555
"Kendallville, Indiana",645536.6303409312,4589523.068605314,16,T,10432.0,630
"Sumner, Washington",558012.328642954,5229774.8430006895,10,T,10427,534
"Burkburnett, Texas",539933.3113889133,3770512.031255364,14,S,10427.0,376
"Hull, Massachusetts",344710.99174493726,4683260.059845495,19,T,10424,1401
"Pine Hill, New Jersey",501224.41194158496,4404216.723117189,18,S,10417,1028
"Martin, Tennessee",333854.2241500572,4023096.060835677,16,S,10415.0,326
"Budd Lake, New Jersey",522127.3104171007,4524725.497588826,18,T,10414,738
"Hudson, New York",600152.7057977226,4678414.134688756,18,T,10413.0,1086
"Shasta Lake, California",552606.5287619295,4503310.290713045,10,T,10413,368
"Rodeo, California",565587.3707868453,4210161.661995121,10,S,10411,1074
"Dayton, Tennessee",680329.4375777773,3929334.231483795,16,S,10410.0,364
"Vidor, Texas",403992.84079571284,3333510.0019393447,15,R,10403,334
"Bellefontaine Neighbors, Missouri",740885.5155909653,4293005.341409733,15,S,10397,913
"Vermilion, Ohio",389559.00445618504,4585148.339343741,17,T,10394,377
"East Whittier, California",408613.1679774987,3754213.7317510885,11,S,10391,3679
"Bolivar, Missouri",463157.96767480654,4162149.9754767464,15,S,10389.0,515
"San Diego Country Estates, California",519858.14103702735,3652338.0145733287,11,S,10381,238
"Kennett, Missouri",765273.888649855,4014643.631015609,15,S,10379.0,556
"Troy, Illinois",248131.5345530372,4290423.660216775,16,S,10375,725
"Fort Bragg, California",431045.28139722213,4365900.9296396235,10,S,10374.0,971
"Comstock Park, Michigan",607686.2853882911,4766526.8386597065,16,T,10374,1032
"Lyons, Illinois",431956.3185992349,4629238.559076211,16,T,10372,1832
"Miami Shores, Florida",582368.035377247,2861212.88659508,17,R,10365,1609
"Cypress Gardens, Florida",432581.58021569066,3097790.5848371307,17,R,10358,1153
"Columbia, Pennsylvania",372500.71903329575,4432689.379064038,18,T,10355,1656
"Waterloo, Illinois",748753.4040061103,4247407.584790443,15,S,10354.0,501
"Beverly Hills, Michigan",315819.33840205736,4710172.435401728,17,T,10352,993
"Lexington, Nebraska",437041.4239329983,4514370.070261131,14,T,10345.0,867
"Richmond Heights, Ohio",458064.5604152323,4600925.375856171,17,T,10342,900
"Jefferson, Louisiana",774519.50548889,3317857.8197969496,15,R,10341,1474
"Magnolia, Arkansas",478945.0007020254,3682063.0143929557,15,S,10339.0,335
"Summerville, Georgia",651604.1098370997,3816471.9988888195,16,S,10331.0,408
"Wellington, Colorado",499543.7988116311,4505455.099174804,13,T,10329.0,1111
"Fuller Heights, Florida",401820.97007979127,3089028.7765480476,17,R,10327,925
"Nanticoke, Pennsylvania",416127.98782482615,4561486.034896686,18,T,10312,1152
"Hillsdale, New Jersey",580392.5969220465,4540018.63184764,18,T,10307,1371
"Fredonia, New York",637192.5292295935,4700056.424149123,17,T,10303,766
"Lanham, Maryland",340398.45329059055,4314184.400290796,18,S,10301,1127
"Fairview, California",583950.4368471598,4170293.833529785,10,S,10299,1445
"Forest, Virginia",652020.0148136184,4137612.376211715,17,S,10298,292
"Forest Acres, South Carolina",502621.6823104184,3765748.798491292,17,S,10298,864
"Fort Meade, Maryland",349221.6241808473,4329964.927392263,18,S,10297,484
"Reading, Ohio",721566.6268961111,4344807.305877233,16,S,10296,1375
"Arden Hills, Minnesota",486854.36340786907,4990973.410992144,15,T,10281,469
"Pine Ridge, Florida",356126.8160219783,3201459.3502448336,17,R,10279,159
"Independence, Oregon",484608.13191839686,4966872.507089714,10,T,10272,1380
"Doraville, Georgia",752318.0184318824,3755220.0677905334,16,S,10265,807
"Malone, New York",556192.5802137924,4966422.363812966,18,T,10255.0,693
"Bonham, Texas",760775.081248098,3720015.0023095533,14,S,10250.0,407
"Melvindale, Michigan",320396.03208285675,4683184.634668467,17,T,10248,1453
"Sauk Village, Illinois",452369.08633762616,4593366.67122575,16,T,10246,988
"Clearfield, Pennsylvania",715323.7535249654,4544314.4986371985,17,T,10243.0,1250
"Sparta, Wisconsin",675517.4770926335,4867289.270712627,15,T,10229.0,473
"Box Elder, South Dakota",653429.0376765132,4886110.8806190435,13,T,10228.0,265
"Barrington, Illinois",406794.7672364073,4667213.130702507,16,T,10217,856
"Pasadena Hills, Florida",378596.74836044747,3129738.9862718484,17,R,10216,131
"Middle Island, New York",673098.5513929968,4528100.752968378,18,T,10216,479
"Lake Monticello, Virginia",734735.0499351113,4200413.2012113305,17,S,10210,445
"Great Neck, New York",606858.012251935,4517638.368443901,18,T,10209,2954
"Fort Lupton, Colorado",516846.6181425016,4436999.277676857,13,T,10208.0,289
"Victoria, Minnesota",447969.04836852313,4967987.008070157,15,T,10206,452
"Bluffton, Indiana",654254.0853178962,4511767.079352746,16,T,10202.0,471
"Timberlane, Louisiana",786835.2509444195,3308983.1070367275,15,R,10192,2617
"West Haverstraw, New York",584820.2602248029,4562152.083869654,18,T,10189,2584
"Fife, Washington",549065.23960475,5231238.612103544,10,T,10184,686
"Bound Brook, New Jersey",539082.3912075211,4490860.773810453,18,T,10180,2365
"Somers Point, New Jersey",533912.867965399,4351995.848320097,18,S,10174,979
"Union, Missouri",675185.6131894473,4256544.016688462,15,S,10172.0,509
"Quartz Hill, California",388540.7203629536,3835202.6619432443,11,S,10164,1042
"New Port Richey East, Florida",333928.56548765104,3127221.7775525684,17,R,10161,1045
"Pike Road, Alabama",585662.2507873047,3573320.997612707,16,S,10159,119
"Canandaigua, New York",313780.7469076376,4750955.914081292,18,T,10156,856
"Havre, Montana",597405.7234329552,5377462.7233879315,12,U,10155.0,1019
"Snohomish, Washington",567468.591557526,5308648.072494034,10,T,10154,1113
"Brookhaven, Mississippi",742633.6538652246,3496752.9409815483,15,R,10154.0,213
"Wyndham, Virginia",269672.03735222877,4174898.7113679005,18,S,10151,1075
"Waynesville, North Carolina",318614.2306252981,3928711.9386283457,17,S,10141,443
"Timonium, Maryland",361610.0619118485,4367539.111880945,18,S,10140,731
"Clarion, Pennsylvania",635787.1644383466,4563400.752770983,17,T,10138.0,1399
"Kutztown, Pennsylvania",434165.36095584946,4485909.156066847,18,T,10137.0,1225
"Progress Village, Florida",366199.25180265005,3085006.305462097,17,R,10136,1293
"Fort Madison, Iowa",639486.8278970493,4497959.644057593,15,T,10130.0,412
"Danville, Indiana",542177.8073929026,4401269.3322821595,16,S,10126,558
"Vienna, West Virginia",453600.85315444827,4352870.339717161,17,S,10124,986
"Manville, New Jersey",534786.9457465481,4488008.903950373,18,T,10121,1655
"Bel Air, Maryland",384327.9380729424,4376991.604099147,18,S,10119,1286
"Warr Acres, Oklahoma",625279.4207226885,3932532.2347917166,14,S,10118,1393
"Franklin, Kentucky",539338.4372338501,4063658.164072143,16,S,10118.0,238
"Tipp City, Ohio",740361.4130805543,4427588.058458462,16,S,10115,501
"Lincoln Park, New Jersey",558644.2454321645,4530542.7944612,18,T,10111,610
"Struthers, Ohio",534287.0023669534,4544498.743987469,17,T,10111,1072
"Lancaster, New York",690215.7634838959,4752421.281101583,17,T,10109,1446
"Waldwick, New Jersey",573498.6595295144,4540612.521387388,18,T,10108,1907
"Shawano, Wisconsin",374644.60766026925,4959154.859702403,16,T,10107.0,515
"Cedar Hills, Utah",436113.2307142087,4473925.489342173,12,T,10083,1432
"Hobart, Wisconsin",407761.38670681,4927697.198935788,16,T,10082,117
"Cresson, Pennsylvania",704619.8762912557,4481900.891853564,17,T,10078.0,1241
"Clinton, Tennessee",758531.9423048948,3998648.2912989534,16,S,10075,334
"Edwards, Colorado",361099.2408837376,4386999.918797055,13,S,10071,145
"Lincoln Village, Ohio",317932.742751322,4424738.093387543,17,S,10071,2130
"Garden City, South Carolina",684937.5701257435,3718776.9158532186,17,S,10070,731
"Del Aire, California",373420.3789930809,3753775.070981432,11,S,10065,3840
"Nolensville, Tennessee",529577.8760657186,3979251.036916791,16,S,10062,372
"Camden, Arkansas",514228.3223602032,3714180.1838224144,15,S,10058.0,251
"Wood River, Illinois",753592.3014051545,4305645.185856427,15,S,10051,554
"Sleepy Hollow, New York",594699.446903265,4549760.179283888,18,T,10046,1763
"Fair Oaks Ranch, Texas",535050.8185655386,3290784.2959720143,14,R,10042,316
"Countryside, Virginia",291245.6011421868,4325294.6009625625,18,S,10042,1510
"Vashon, Washington",539786.4307941009,5251106.875591989,10,T,10036,104
"Holmen, Wisconsin",639084.9490779075,4869991.059456707,15,T,10034,578
"Coweta, Oklahoma",260650.86894416407,3983656.773866864,15,S,10032,366
"Warrenton, Virginia",256778.36404025689,4289154.700379347,18,S,10027,885
"Westgate, Florida",589641.5154194685,2953458.4730384964,17,R,10026,2548
"Pleasant Hill, Iowa",458724.4091249604,4604019.153661124,15,T,10019,370
"Bee Ridge, Florida",354207.6373632178,3018916.9362087646,17,R,10012,1030
"Capitola, California",593115.9922192928,4092854.481864937,10,S,10010,2425
"Laurens, South Carolina",406297.0979645532,3818314.000744151,17,S,10008.0,347
"Flat Rock, Michigan",312158.60700977896,4663276.372027614,17,T,10004,590
"Molalla, Oregon",532669.9429199621,4999719.940130443,10,T,10001.0,1469
"South Huntington, New York",635591.5980156371,4520297.098645261,18,T,10000,1130
"Fairmount, New York",398304.6074589406,4766168.509873276,18,T,9997,1157
"Fort Oglethorpe, Georgia",660196.5816833464,3866895.387949667,16,S,9994,277
"Marlton, New Jersey",506009.3917538841,4416838.239186784,18,S,9990,1188
"Alcoa, Tennessee",231163.04288983846,3966661.393566893,17,S,9980,258
"Orland, California",569774.1588237742,4399894.494241111,10,S,9964.0,1014
"Helotes, Texas",529484.6930105297,3271100.5118602607,14,R,9961,565
"Key Largo, Florida",559276.6626904857,2778630.173992178,17,R,9954,318
"Madera Acres, California",759808.3868998601,4100224.3513188222,10,S,9946,527
"Winterville, North Carolina",282447.5908570853,3934324.4710501255,18,S,9931,828
"Clay, Alabama",536420.9071314859,3728696.590472364,16,S,9923,381
"Vernon, Texas",472343.74286723475,3778606.764914839,14,S,9919.0,504
"St. Albans, West Virginia",428393.1183910893,4247952.257087676,17,S,9918,1059
"Mission, Kansas",356585.139707202,4321078.689480675,15,S,9911,1433
"Berwick, Pennsylvania",395027.3841263762,4545669.773695142,18,T,9903,1243
"Watervliet, New York",605877.3769761123,4731010.268959631,18,T,9900,2840
"Rockcreek, Oregon",509702.1319505116,5044336.642015189,10,T,9898,1952
"Kinnelon, New Jersey",551633.5951175707,4537240.0140465135,18,T,9896,211
"Ventnor City, New Jersey",544290.8855735993,4355266.380734846,18,S,9895,1952
